date,model,project,api_key_name,n_requests,input_tokens,cached_tokens,output_tokens,reasoning_tokens,total_cost,errors
2026-06-15,gpt-4o,doc-extraction,doc-extraction,2830,26674891,12003701,4497797,0,96.66,0
2026-05-17,gpt-4o-mini,batch-tagging,batch-tagging,40766,65376101,0,12921975,0,17.56,3374
2026-05-18,gpt-4o-mini,batch-tagging,batch-tagging,56084,102922259,0,17484610,0,25.93,4641
2026-05-19,gpt-4o-mini,batch-tagging,batch-tagging,47721,76339892,0,14948832,0,20.42,3949
2026-05-20,gpt-4o-mini,batch-tagging,batch-tagging,65943,119150468,0,19172547,0,29.38,5457
2026-05-21,gpt-4o-mini,batch-tagging,batch-tagging,52100,84121565,0,16642200,0,22.60,4312
2026-05-22,gpt-4o-mini,batch-tagging,batch-tagging,37479,67415024,0,10939155,0,16.68,3102
2026-05-23,gpt-4o-mini,batch-tagging,batch-tagging,31767,53524300,0,8773304,0,13.29,2629
2026-05-24,gpt-4o-mini,batch-tagging,batch-tagging,60919,105270579,0,17198406,0,26.11,5042
2026-05-25,gpt-4o-mini,batch-tagging,batch-tagging,53453,97985812,0,16804573,0,24.78,4424
2026-05-26,gpt-4o-mini,batch-tagging,batch-tagging,55368,91502424,0,16414235,0,23.57,4582
2026-05-27,gpt-4o-mini,batch-tagging,batch-tagging,46374,74714875,0,13033204,0,19.03,3838
2026-05-28,gpt-4o-mini,batch-tagging,batch-tagging,45740,82312476,0,14795842,0,21.22,3785
2026-05-29,gpt-4o-mini,batch-tagging,batch-tagging,24579,40605374,0,6946164,0,10.26,2034
2026-05-30,gpt-4o-mini,batch-tagging,batch-tagging,23715,38598909,0,7297322,0,10.17,1963
2026-05-31,gpt-4o-mini,batch-tagging,batch-tagging,38767,60724151,0,11520481,0,16.02,3208
2026-06-01,gpt-4o-mini,batch-tagging,batch-tagging,35228,59913363,0,10938271,0,15.55,2915
2026-06-02,gpt-4o-mini,batch-tagging,batch-tagging,32489,58773699,0,9668238,0,14.62,2689
2026-06-03,gpt-4o-mini,batch-tagging,batch-tagging,43259,73726294,0,11999782,0,18.26,3580
2026-06-04,gpt-4o-mini,batch-tagging,batch-tagging,37928,61307102,0,12168640,0,16.50,3139
2026-06-05,gpt-4o-mini,batch-tagging,batch-tagging,29707,53741845,0,8410827,0,13.11,2458
2026-06-06,gpt-4o-mini,batch-tagging,batch-tagging,32055,52493369,0,9032794,0,13.29,2653
2026-06-07,gpt-4o-mini,batch-tagging,batch-tagging,163473,291338594,0,51688447,0,74.71,13529
2026-06-08,gpt-4o-mini,batch-tagging,batch-tagging,63406,104806926,0,17513546,0,26.23,5247
2026-06-09,gpt-4o-mini,batch-tagging,batch-tagging,64934,116750112,0,18507280,0,28.62,5374
2026-06-10,gpt-4o-mini,batch-tagging,batch-tagging,54837,94323733,0,16546296,0,24.08,4538
2026-06-11,gpt-4o-mini,batch-tagging,batch-tagging,61592,99607761,0,17132573,0,25.22,5097
2026-06-12,gpt-4o-mini,batch-tagging,batch-tagging,33934,53568617,0,9521693,0,13.75,2808
2026-06-13,gpt-4o-mini,batch-tagging,batch-tagging,28885,52587453,0,9172692,0,13.39,2390
2026-06-14,gpt-4o-mini,batch-tagging,batch-tagging,41903,73784366,0,12313130,0,18.46,3468
2026-06-15,gpt-4o-mini,batch-tagging,batch-tagging,45596,71875791,0,12897295,0,18.52,3773
2026-05-17,gpt-4o-mini,support-assistant,support-assistant,36549,90903504,40906577,17799698,0,21.25,0
2026-05-18,gpt-4o-mini,support-assistant,support-assistant,50282,136941600,61623720,25054166,0,30.95,0
2026-05-19,gpt-4o-mini,support-assistant,support-assistant,42785,107861026,48537462,19667633,0,24.34,0
2026-05-20,gpt-4o-mini,support-assistant,support-assistant,59122,159768713,71895921,26416930,0,34.42,0
2026-05-21,gpt-4o-mini,support-assistant,support-assistant,46710,120201388,54090625,21252242,0,26.72,0
2026-05-22,gpt-4o-mini,support-assistant,support-assistant,33602,90698115,40814152,15925631,0,20.10,0
2026-05-23,gpt-4o-mini,support-assistant,support-assistant,28481,77065609,34679524,14365425,0,17.58,0
2026-05-24,gpt-4o-mini,support-assistant,support-assistant,54617,138424410,62290985,25445017,0,31.36,0
2026-05-25,gpt-4o-mini,support-assistant,support-assistant,47923,133602773,60121248,24326175,0,30.13,0
2026-05-26,gpt-4o-mini,support-assistant,support-assistant,49640,121847692,54831461,22325832,0,27.56,0
2026-05-27,gpt-4o-mini,support-assistant,support-assistant,41577,101438660,45647397,19373859,0,23.42,0
2026-05-28,gpt-4o-mini,support-assistant,support-assistant,41008,103987330,46794299,20427730,0,24.35,0
2026-05-29,gpt-4o-mini,support-assistant,support-assistant,22037,53174155,23928370,10359104,0,12.40,0
2026-05-30,gpt-4o-mini,support-assistant,support-assistant,21262,58992800,26546760,9819146,0,12.75,0
2026-05-31,gpt-4o-mini,support-assistant,support-assistant,34757,86290745,38830835,16828128,0,20.13,0
2026-06-01,gpt-4o-mini,support-assistant,support-assistant,31583,84550018,38047508,15686920,0,19.24,0
2026-06-02,gpt-4o-mini,support-assistant,support-assistant,29128,73801400,33210630,13935071,0,16.94,0
2026-06-03,gpt-4o-mini,support-assistant,support-assistant,38784,93271743,41972284,17557320,0,21.38,0
2026-06-04,gpt-4o-mini,support-assistant,support-assistant,34004,89782471,40402112,15165544,0,19.54,0
2026-06-05,gpt-4o-mini,support-assistant,support-assistant,26634,65128065,29307629,13170097,0,15.47,0
2026-06-06,gpt-4o-mini,support-assistant,support-assistant,28739,78037980,35117091,14651319,0,17.86,0
2026-06-07,gpt-4o-mini,support-assistant,support-assistant,146562,405385527,182423487,66673297,0,87.13,0
2026-06-08,gpt-4o-mini,support-assistant,support-assistant,56847,155729971,70078487,25822893,0,33.60,0
2026-06-09,gpt-4o-mini,support-assistant,support-assistant,58216,161014774,72456648,26487448,0,34.61,0
2026-06-10,gpt-4o-mini,support-assistant,support-assistant,49164,134320183,60444082,24181342,0,30.12,0
2026-06-11,gpt-4o-mini,support-assistant,support-assistant,55220,154615548,69576997,26161554,0,33.67,0
2026-06-12,gpt-4o-mini,support-assistant,support-assistant,30424,73528729,33087928,15504983,0,17.85,0
2026-06-13,gpt-4o-mini,support-assistant,support-assistant,25897,67869795,30541408,11924967,0,15.04,0
2026-06-14,gpt-4o-mini,support-assistant,support-assistant,37568,90890260,40900617,18370723,0,21.59,0
2026-06-15,gpt-4o-mini,support-assistant,support-assistant,40880,104347630,46956434,18228277,0,23.07,0
2026-05-17,gpt-4-turbo,prod-chat-api,prod-chat-api,450,1025661,0,139707,0,14.45,0
2026-05-18,gpt-4-turbo,prod-chat-api,prod-chat-api,619,1420738,0,205921,0,20.39,0
2026-05-19,gpt-4-turbo,prod-chat-api,prod-chat-api,527,1121821,0,155372,0,15.88,0
2026-05-20,gpt-4-turbo,prod-chat-api,prod-chat-api,728,1643562,0,238437,0,23.59,0
2026-05-21,gpt-4-turbo,prod-chat-api,prod-chat-api,575,1238738,0,171231,0,17.52,0
2026-05-22,gpt-4-turbo,prod-chat-api,prod-chat-api,414,934110,0,132412,0,13.31,0
2026-05-23,gpt-4-turbo,prod-chat-api,prod-chat-api,351,790283,0,117025,0,11.41,0
2026-05-24,gpt-4-turbo,prod-chat-api,prod-chat-api,672,1446916,0,215524,0,20.93,0
2026-05-25,gpt-4-turbo,prod-chat-api,prod-chat-api,590,1396332,0,196768,0,19.87,0
2026-05-26,gpt-4-turbo,prod-chat-api,prod-chat-api,611,1269193,0,185066,0,18.24,0
2026-05-27,gpt-4-turbo,prod-chat-api,prod-chat-api,512,1189589,0,168739,0,16.96,0
2026-05-28,gpt-4-turbo,prod-chat-api,prod-chat-api,505,1071526,0,172943,0,15.90,0
2026-05-29,gpt-4-turbo,prod-chat-api,prod-chat-api,271,611613,0,81186,0,8.55,0
2026-05-30,gpt-4-turbo,prod-chat-api,prod-chat-api,262,618614,0,82420,0,8.66,0
2026-05-31,gpt-4-turbo,prod-chat-api,prod-chat-api,428,1011161,0,146365,0,14.50,0
2026-06-01,gpt-4-turbo,prod-chat-api,prod-chat-api,389,809378,0,120664,0,11.71,0
2026-06-02,gpt-4-turbo,prod-chat-api,prod-chat-api,358,770743,0,120810,0,11.33,0
2026-06-03,gpt-4-turbo,prod-chat-api,prod-chat-api,477,982565,0,144406,0,14.16,0
2026-06-04,gpt-4-turbo,prod-chat-api,prod-chat-api,419,902916,0,134355,0,13.06,0
2026-06-05,gpt-4-turbo,prod-chat-api,prod-chat-api,328,758125,0,112980,0,10.97,0
2026-06-06,gpt-4-turbo,prod-chat-api,prod-chat-api,354,742933,0,119610,0,11.02,0
2026-06-07,gpt-4-turbo,prod-chat-api,prod-chat-api,1804,3972594,0,607275,0,57.94,0
2026-06-08,gpt-4-turbo,prod-chat-api,prod-chat-api,700,1468037,0,216922,0,21.19,0
2026-06-09,gpt-4-turbo,prod-chat-api,prod-chat-api,717,1530192,0,216046,0,21.78,0
2026-06-10,gpt-4-turbo,prod-chat-api,prod-chat-api,605,1392382,0,195320,0,19.78,0
2026-06-11,gpt-4-turbo,prod-chat-api,prod-chat-api,680,1588960,0,203709,0,22.00,0
2026-06-12,gpt-4-turbo,prod-chat-api,prod-chat-api,374,880547,0,116172,0,12.29,0
2026-06-13,gpt-4-turbo,prod-chat-api,prod-chat-api,319,706589,0,98904,0,10.03,0
2026-06-14,gpt-4-turbo,prod-chat-api,prod-chat-api,462,981008,0,140333,0,14.02,0
2026-06-15,gpt-4-turbo,prod-chat-api,prod-chat-api,503,1039471,0,163931,0,15.31,0
2026-05-17,o3,reasoning-pipeline,reasoning-pipeline,1546,3862589,0,2520165,1512099,27.89,0
2026-05-18,o3,reasoning-pipeline,reasoning-pipeline,2127,5239758,0,3493269,2095961,38.43,0
2026-05-19,o3,reasoning-pipeline,reasoning-pipeline,1810,4682661,0,2876590,1725954,32.38,0
2026-05-20,o3,reasoning-pipeline,reasoning-pipeline,2501,6060598,0,4510380,2706228,48.20,0
2026-05-21,o3,reasoning-pipeline,reasoning-pipeline,1976,5098243,0,3204931,1922959,35.84,0
2026-05-22,o3,reasoning-pipeline,reasoning-pipeline,1422,3620540,0,2537328,1522397,27.54,0
2026-05-23,o3,reasoning-pipeline,reasoning-pipeline,1205,2843118,0,2149809,1289885,22.88,0
2026-05-24,o3,reasoning-pipeline,reasoning-pipeline,2311,5690314,0,3858770,2315262,42.25,0
2026-05-25,o3,reasoning-pipeline,reasoning-pipeline,2028,4890418,0,3288291,1972975,36.09,0
2026-05-26,o3,reasoning-pipeline,reasoning-pipeline,2100,5353701,0,3572033,2143220,39.28,0
2026-05-27,o3,reasoning-pipeline,reasoning-pipeline,1759,4014996,0,3196607,1917964,33.60,0
2026-05-28,o3,reasoning-pipeline,reasoning-pipeline,1735,4432664,0,2825877,1695526,31.47,0
2026-05-29,o3,reasoning-pipeline,reasoning-pipeline,932,2173404,0,1647240,988344,17.52,0
2026-05-30,o3,reasoning-pipeline,reasoning-pipeline,900,2116979,0,1458255,874953,15.90,0
2026-05-31,o3,reasoning-pipeline,reasoning-pipeline,1470,3728979,0,2486235,1491741,27.35,0
2026-06-01,o3,reasoning-pipeline,reasoning-pipeline,1336,3216312,0,2325525,1395315,25.04,0
2026-06-02,o3,reasoning-pipeline,reasoning-pipeline,1232,2829121,0,2090262,1254157,22.38,0
2026-06-03,o3,reasoning-pipeline,reasoning-pipeline,1641,4230180,0,2726575,1635945,30.27,0
2026-06-04,o3,reasoning-pipeline,reasoning-pipeline,1439,3525399,0,2270385,1362231,25.21,0
2026-06-05,o3,reasoning-pipeline,reasoning-pipeline,1127,2651768,0,1887282,1132369,20.40,0
2026-06-06,o3,reasoning-pipeline,reasoning-pipeline,1216,3140548,0,2231290,1338774,24.13,0
2026-06-07,o3,reasoning-pipeline,reasoning-pipeline,6201,14938251,0,9736920,5842152,107.77,0
2026-06-08,o3,reasoning-pipeline,reasoning-pipeline,2405,6038526,0,3855036,2313022,42.92,0
2026-06-09,o3,reasoning-pipeline,reasoning-pipeline,2463,5821244,0,4371424,2622854,46.61,0
2026-06-10,o3,reasoning-pipeline,reasoning-pipeline,2080,4829379,0,3648035,2188821,38.84,0
2026-06-11,o3,reasoning-pipeline,reasoning-pipeline,2336,5221186,0,4007928,2404757,42.51,0
2026-06-12,o3,reasoning-pipeline,reasoning-pipeline,1287,3200197,0,2071503,1242902,22.97,0
2026-06-13,o3,reasoning-pipeline,reasoning-pipeline,1096,2677545,0,1921766,1153060,20.73,0
2026-06-14,o3,reasoning-pipeline,reasoning-pipeline,1589,3612344,0,2690166,1614100,28.75,0
2026-06-15,o3,reasoning-pipeline,reasoning-pipeline,1730,4310498,0,2794076,1676446,30.97,0
2026-05-17,gpt-4o,default,default,2811,5024022,0,981780,0,22.38,0
2026-05-18,gpt-4o,default,default,3868,7376072,0,1301074,0,31.45,0
2026-05-19,gpt-4o,default,default,3291,6338353,0,1186280,0,27.71,0
2026-05-20,gpt-4o,default,default,4548,8383209,0,1649482,0,37.45,0
2026-05-21,gpt-4o,default,default,3593,6961790,0,1195878,0,29.36,0
2026-05-22,gpt-4o,default,default,2585,4621590,0,881385,0,20.37,0
2026-05-23,gpt-4o,default,default,2191,4075615,0,721619,0,17.41,0
2026-05-24,gpt-4o,default,default,4201,7401494,0,1386701,0,32.37,0
2026-05-25,gpt-4o,default,default,3686,7105957,0,1321064,0,30.98,0
2026-05-26,gpt-4o,default,default,3818,7422887,0,1238859,0,30.95,0
2026-05-27,gpt-4o,default,default,3198,6023188,0,1137204,0,26.43,0
2026-05-28,gpt-4o,default,default,3154,5992919,0,1133915,0,26.32,0
2026-05-29,gpt-4o,default,default,1695,3229885,0,603277,0,14.11,0
2026-05-30,gpt-4o,default,default,1636,2866593,0,561852,0,12.79,0
2026-05-31,gpt-4o,default,default,2674,5099870,0,954636,0,22.30,0
2026-06-01,gpt-4o,default,default,2429,4810950,0,823842,0,20.27,0
2026-06-02,gpt-4o,default,default,2241,4543482,0,813199,0,19.49,0
2026-06-03,gpt-4o,default,default,2983,5782858,0,1031222,0,24.77,0
2026-06-04,gpt-4o,default,default,2616,4725928,0,884025,0,20.66,0
2026-06-05,gpt-4o,default,default,2049,3988364,0,662832,0,16.60,0
2026-06-06,gpt-4o,default,default,2211,3979425,0,754626,0,17.49,0
2026-06-07,gpt-4o,default,default,11274,22005895,0,3740847,0,92.42,0
2026-06-08,gpt-4o,default,default,4373,8567764,0,1488211,0,36.30,0
2026-06-09,gpt-4o,default,default,4478,8009841,0,1539057,0,35.42,0
2026-06-10,gpt-4o,default,default,3782,6807878,0,1307624,0,30.10,0
2026-06-11,gpt-4o,default,default,4248,7868680,0,1343106,0,33.10,0
2026-06-12,gpt-4o,default,default,2340,4620079,0,739078,0,18.94,0
2026-06-13,gpt-4o,default,default,1992,3744460,0,630168,0,15.66,0
2026-06-14,gpt-4o,default,default,2890,5470984,0,910871,0,22.79,0
2026-06-15,gpt-4o,default,default,3145,5620048,0,1085778,0,24.91,0
2026-05-17,o1,internal-eval,internal-eval,253,801677,360755,581529,348917,44.21,0
2026-05-18,o1,internal-eval,internal-eval,348,1013575,456109,822472,493483,61.13,0
2026-05-19,o1,internal-eval,internal-eval,296,929956,418480,656861,394117,50.22,0
2026-05-20,o1,internal-eval,internal-eval,409,1133513,510081,833531,500119,63.19,0
2026-05-21,o1,internal-eval,internal-eval,323,1035020,465759,661676,397006,51.73,0
2026-05-22,o1,internal-eval,internal-eval,233,704235,316906,513881,308329,39.02,0
2026-05-23,o1,internal-eval,internal-eval,197,544527,245037,442211,265327,32.86,0
2026-05-24,o1,internal-eval,internal-eval,378,1084343,487954,765707,459424,58.55,0
2026-05-25,o1,internal-eval,internal-eval,332,1045595,470518,736598,441959,56.35,0
2026-05-26,o1,internal-eval,internal-eval,344,1104593,497067,808849,485309,61.37,0
2026-05-27,o1,internal-eval,internal-eval,288,916085,412238,589068,353441,45.99,0
2026-05-28,o1,internal-eval,internal-eval,284,853651,384143,640867,384520,48.38,0
2026-05-29,o1,internal-eval,internal-eval,153,439419,197739,344936,206962,25.80,0
2026-05-30,o1,internal-eval,internal-eval,147,421966,189885,312320,187392,23.64,0
2026-05-31,o1,internal-eval,internal-eval,241,687836,309526,541522,324913,40.49,0
2026-06-01,o1,internal-eval,internal-eval,219,652125,293456,498469,299081,37.49,0
2026-06-02,o1,internal-eval,internal-eval,202,565254,254364,449715,269829,33.55,0
2026-06-03,o1,internal-eval,internal-eval,269,861855,387835,631502,378901,47.91,0
2026-06-04,o1,internal-eval,internal-eval,235,747506,336378,524519,314711,40.16,0
2026-06-05,o1,internal-eval,internal-eval,184,586596,263968,424929,254957,32.31,0
2026-06-06,o1,internal-eval,internal-eval,199,638049,287122,454762,272857,34.70,0
2026-06-07,o1,internal-eval,internal-eval,1015,3015460,1356957,2141425,1284855,163.54,0
2026-06-08,o1,internal-eval,internal-eval,394,1246549,560947,849626,509776,65.47,0
2026-06-09,o1,internal-eval,internal-eval,403,1136989,511645,891921,535153,66.73,0
2026-06-10,o1,internal-eval,internal-eval,340,1012371,455567,690582,414349,53.20,0
2026-06-11,o1,internal-eval,internal-eval,382,1214736,546631,816803,490082,63.13,0
2026-06-12,o1,internal-eval,internal-eval,211,597132,268709,467747,280648,35.01,0
2026-06-13,o1,internal-eval,internal-eval,179,541875,243844,374701,224821,28.78,0
2026-06-14,o1,internal-eval,internal-eval,260,762385,343073,530389,318233,40.69,0
2026-06-15,o1,internal-eval,internal-eval,283,870633,391785,575148,345089,44.63,0
2026-05-17,gpt-4o-mini,embeddings-rerank,embeddings-rerank,16869,20879101,0,1990512,0,4.33,0
2026-05-18,gpt-4o-mini,embeddings-rerank,embeddings-rerank,23207,28765767,0,2656712,0,5.91,0
2026-05-19,gpt-4o-mini,embeddings-rerank,embeddings-rerank,19747,22479634,0,2354792,0,4.78,0
2026-05-20,gpt-4o-mini,embeddings-rerank,embeddings-rerank,27287,33720907,0,3513510,0,7.17,0
2026-05-21,gpt-4o-mini,embeddings-rerank,embeddings-rerank,21558,26765466,0,2563048,0,5.55,0
2026-05-22,gpt-4o-mini,embeddings-rerank,embeddings-rerank,15508,20066899,0,1853207,0,4.12,0
2026-05-23,gpt-4o-mini,embeddings-rerank,embeddings-rerank,13145,15726521,0,1467282,0,3.24,0
2026-05-24,gpt-4o-mini,embeddings-rerank,embeddings-rerank,25208,28267181,0,2901271,0,5.98,0
2026-05-25,gpt-4o-mini,embeddings-rerank,embeddings-rerank,22118,28509391,0,2450156,0,5.75,0
2026-05-26,gpt-4o-mini,embeddings-rerank,embeddings-rerank,22911,29539099,0,2610116,0,6.00,0
2026-05-27,gpt-4o-mini,embeddings-rerank,embeddings-rerank,19189,24604323,0,2435122,0,5.15,0
2026-05-28,gpt-4o-mini,embeddings-rerank,embeddings-rerank,18927,21993235,0,2333693,0,4.70,0
2026-05-29,gpt-4o-mini,embeddings-rerank,embeddings-rerank,10171,11857086,0,1214372,0,2.51,0
2026-05-30,gpt-4o-mini,embeddings-rerank,embeddings-rerank,9813,12083435,0,1180944,0,2.52,0
2026-05-31,gpt-4o-mini,embeddings-rerank,embeddings-rerank,16042,19583990,0,1928195,0,4.09,0
2026-06-01,gpt-4o-mini,embeddings-rerank,embeddings-rerank,14577,18599687,0,1621279,0,3.76,0
2026-06-02,gpt-4o-mini,embeddings-rerank,embeddings-rerank,13444,15814971,0,1618487,0,3.34,0
2026-06-03,gpt-4o-mini,embeddings-rerank,embeddings-rerank,17900,21366637,0,2014989,0,4.41,0
2026-06-04,gpt-4o-mini,embeddings-rerank,embeddings-rerank,15694,19308649,0,1883517,0,4.03,0
2026-06-05,gpt-4o-mini,embeddings-rerank,embeddings-rerank,12292,14162885,0,1443985,0,2.99,0
2026-06-06,gpt-4o-mini,embeddings-rerank,embeddings-rerank,13264,17086576,0,1603481,0,3.53,0
2026-06-07,gpt-4o-mini,embeddings-rerank,embeddings-rerank,67644,80602895,0,8674696,0,17.30,0
2026-06-08,gpt-4o-mini,embeddings-rerank,embeddings-rerank,26237,33665020,0,2988701,0,6.84,0
2026-06-09,gpt-4o-mini,embeddings-rerank,embeddings-rerank,26869,29798500,0,3011190,0,6.28,0
2026-06-10,gpt-4o-mini,embeddings-rerank,embeddings-rerank,22691,25234358,0,2658928,0,5.38,0
2026-06-11,gpt-4o-mini,embeddings-rerank,embeddings-rerank,25486,29950199,0,2949655,0,6.26,0
2026-06-12,gpt-4o-mini,embeddings-rerank,embeddings-rerank,14042,17525554,0,1748110,0,3.68,0
2026-06-13,gpt-4o-mini,embeddings-rerank,embeddings-rerank,11952,13873204,0,1386224,0,2.91,0
2026-06-14,gpt-4o-mini,embeddings-rerank,embeddings-rerank,17339,19696571,0,2177508,0,4.26,0
2026-06-15,gpt-4o-mini,embeddings-rerank,embeddings-rerank,18867,21006189,0,2365207,0,4.57,0
